Ticker
AMZN
TSLA
HD
BABA
TM
MCD
TJX
PDD
LOW
BKNG
SBUX
MELI
MAR
NKE
ORLY
ABNB
RCL
DASH
ROST
HLT
GM
CVNA
RACE
AZO
SE
F
YUM
CMG
EBAY
DHI
JD
LVS
HMC
TCOM
CPNG
CCL
QSR
VIK
TPR
EXPE
ULTA
ROL
TSCO
CASY
PHM
LEN
DRI
WSM
SW
RL
STLA
IHG
XPEV
RIVN
PKG
IP
AS
AMCR
LULU
FLUT
YUMC
BURL
LI
NVR
DKS
BALL
MGA
SGI
HTHT
APTV
GPC
SN
DECK
NIO
H
HAS
DPZ
AVY
BBY
TOL
DKNG
ONON
FIVE
CCK
GIL
TXRH
GME
SCI
BWA
CHWY
WYNN
MOD
PAG
W
ALSN
CAVA
MGM
CART
DDS
NCLH
GAP
BROS
MUSA
ALV
LKQ
VIPS
VFS
IBP
LEVI
BIRK
AN
MBLY
MHK
SEE
VFC
BYD
EAT
FND
PLNT
LAD
LEA
GLBE
CHDN
KMX
CZR
RRR
URBN
LTH
TMHC
WH
SGHC
GOLF
WING
SON
MNSO
BOOT
ETSY
MAT
DOO
RSI
MTN
ATAT
RUSHA
ATMU
GNTX
M
RUSHB
REYN
BGSI
BC
FTDR
CHH
TNL
VVV
THO
SLGN
MMYT
BFAM
SKY
QS
MTH
CROX
TPH
CVCO
ANF
BBWI
HRB
HSAI
GEF
ABG
PATK
ALH
SHAK
ASO
WHR
KTB
VSCO
GPI
GEF.B
DAN
HGV
SIG
PLBL
GTX
KBH
MHO
LCID
AAP
DORM
LCII
AEO
CARG
OPLN
PII
GPK
HNI
GBTG
COLM
CAKE
PVH
UAA
GRBK
UA
YETI
MSGE
ZGN
BKE
FIGS
RH
AMBP
PHIN
CALY
VC
SHOO
BRSL
MCW
VAC
CPRI
BOBS
MLCO
OSW
EYE
SAH
CHA
GT
HOG
PSNY
PENN
MCRI
DRVN
OI
WINA
RVLV
ARCO
PTON
TILE
FUN
CYD
ADNT
AIN
PRKS
KSS
SBH
LEG
WEN
DFH
LZB
TRS
WWW
MLKN
CRI
DCH
RERE
SVV
REAL
PZZA
LUXE
GIII
LIND
LUCK
TRIP
GOOS
XPEL
HDL
MBC
PRSU
BH.A
HEPS
BH
ARHS
PLOW
LGIH
WGO
ACEL
JMIA
WOOF
LQDT
NEGG
THRM
ACVA
OLPX
BRCB
SMP
MYE
LOT
UXIN
GDEN
FWRG
BJRI
MVST
SLDP
KRUS
CWH
FOXF
CSV
EVGO
SG
BALY
HOV
BWMX
CBRL
BZH
ARKO
HZO
AMWD
MSC
ETD
OXM
CPS
ZKH
BBW
MBUU
CNNE
MOV
MLR
SCVL
MNRO
BLMN
LEGH
LE
JOUT
TDUP
KRT
SES
SFIX
NATH
ECX
ZUMZ
PTLO
FWDI
CTRN
TRON
HYLN
DIN
CDRO
NPT
HLLY
HVT
RCKY
LOCO
MCFT
STRT
ELA
CVEO
CAL
XWIN
BBBY
KFS
WEYS
LVWR
NIU
XPOF
EM
DBI
BNED
PACK
GCO
FOSL
MPX
LANV
JACK
FLXS
FNKO
RDNW
JILL
ESCA
JAKK
HBB
NCI
FLWS
VENU
HERE
SDA
MPAA
HTLM
INSE
PLBY
ORBS
AHMA
NUTR
RICK
SRI
SGC
ONEW
EMPD
LOVE
GAMB
INVZ
RENT
BZUN
BARK
GHG
HOFT
JMG
BRLT
CAAS
CHPT
CRMT
CURV
BSET
CLAR
AOUT
SEV
KEQU
VIRC
MB
FLL
AKA
MED
AGH
VIOT
WNW
VRA
CHSN
LAKE
SNBR
NOMA
PLCE
KNDI
COOK
TOUR
DLTH
CVGI
CPHC
LCUT
PRPL
INTG
SYPR
TLYS
THCH
UHG
FFAI
UFI
HOUR
GRWG
BDL
RRGB
BRIA
ZOOZ
GGR
YTRA
CATO
PRTS
STKS
OTH
RGS
PTLE
SPWH
GENK
SORA
LITB
AIIO
KMRK
MAMO
ROLR
CNTY
NTRP
LVLU
BRAG
JRSH
RAVE
SPHL
GDHG
LIVE
CULP
WPRT
NDLS
WKHS
CGTL
ABLV
NTZ
VNCE
HCHL
CRWS
NHTC
DXLG
AZI
ARKR
QVCGA
BIRD
DOGZ
NAAS
TBHC
RECT
TLF
JL
LGCB
MOGU
SBDS
PASW
EVTV
GTEC
REE
MGIH
MWYN
JBDI
CCHH
BGI
WKSP
PETZ
GTIM
TKLF
REBN
MMA
CLIK
MKDW
PMNT
EFOI
MRM
CENN
LESL
XELB
YJ
HWH
DSS
BTBD
FMFC
EJH
INEO
FGI
NWTG
YHGJ
JXG
LOBO
FRSX
VSTD
JWEL
YYGH
ATER
BQ
SBLX
WBUY
NCL
TRUG
JEM
VEEE
DCX
MI
FLYE
UOKA
UCAR
FTEL
JFBR
IPW
VMAR
AREB
KXIN
JZXN
OCG
NVVE
EZGO
TRNR
